"full_name","neo","diameter","albedo","epoch","e","a","i","om","w","ma","ad","n","tp","per","pha"
"       (2021 QP80)",Y,,,2460600.5,0.4353,1.791,13.99,25.47,350.14,110.86,2.57,0.4111,2460330.82,876,Y
"       (2021 RW9)",Y,,,2459467.5,0.7106,1.21,63.29,8.86,126.31,316.33,2.07,0.7407,2459526.46,486,Y
"       (2021 RU12)",Y,,,2460600.5,0.6359,2.391,10.92,205.16,232.52,279.74,3.91,0.2667,2460901.50,1.35e+03,Y
"       (2021 RR23)",Y,,,2460600.5,0.5982,2.474,30.98,254.28,16.83,304.41,3.95,0.2533,2460819.94,1.42e+03,Y
"       (2021 SN1)",Y,,,2460600.5,0.7791,1.787,12.38,208.37,284.82,70.88,3.18,0.4126,2460428.72,872,Y
"       (2021 SX3)",Y,,,2460600.5,0.6970,2.379,4.76,178.03,290.60,272.65,4.04,0.2685,2460925.78,1.34e+03,Y
"       (2021 SP4)",Y,,,2460600.5,0.4051,1.467,9.91,161.32,324.97,191.78,2.06,0.5544,2460903.91,649,Y
"       (2021 SZ4)",Y,,,2460600.5,0.8073,1.543,26.40,28.39,129.58,160.80,2.79,0.5143,2460287.88,700,Y
"       (2021 TO1)",Y,,,2459496.5,0.2104,1.25,40.27,17.89,328.39,31.16,1.51,0.7051,2459452.31,511,Y
"       (2021 TG4)",Y,,,2460600.5,0.5843,2.202,7.78,46.94,216.50,20.82,3.49,0.3017,2460531.49,1.19e+03,Y
"       (2021 TA8)",Y,,,2460600.5,0.3433,1.307,21.27,42.24,114.88,255.16,1.76,0.6595,2460759.48,546,Y
"       (2021 TK15)",Y,,,2460600.5,0.1339,1.115,56.51,31.55,162.37,35.82,1.26,0.8369,2460557.70,430,Y
"       (2021 TP21)",Y,,,2460600.5,0.6775,2.519,25.41,8.06,116.30,255.11,4.23,0.2465,2461025.94,1.46e+03,Y
"       (2021 TD32)",Y,,,2460600.5,0.4212,1.638,25.33,218.91,133.30,169.99,2.33,0.47,2460238.79,766,Y
"       (2021 UP1)",Y,,,2460600.5,0.7453,2.752,42.59,222.69,67.92,252.18,4.80,0.2159,2461099.85,1.67e+03,Y
"       (2021 UQ1)",Y,,,2460600.5,0.6984,2.841,8.44,349.71,138.32,205.07,4.83,0.2058,2461353.30,1.75e+03,Y
"       (2021 UN3)",Y,,,2460600.5,0.7603,2.034,6.08,170.85,110.35,34.14,3.58,0.3397,2460499.99,1.06e+03,Y
"       (2021 UM5)",Y,,,2460600.5,0.6677,2.149,9.48,42.81,108.48,304.68,3.58,0.3129,2460777.28,1.15e+03,Y
"       (2021 UU5)",Y,,,2460600.5,0.7252,1.921,44.94,62.29,99.00,7.23,3.31,0.3701,2460580.96,973,Y
"       (2021 UV7)",Y,,,2459517.5,0.5904,2.194,8.32,10.46,296.34,19.31,3.49,0.3033,2459453.85,1.19e+03,Y
"       (2021 VW3)",Y,,,2460600.5,0.5996,2.004,4.56,262.62,75.55,27.86,3.21,0.3474,2460520.31,1.04e+03,Y
"       (2021 VB4)",Y,,,2459522.5,0.6190,2.551,39.07,203.97,172.06,7.60,4.13,0.2419,2459491.06,1.49e+03,Y
"       (2021 VO6)",Y,,,2460600.5,0.3446,1.045,19.81,77.65,80.75,198.47,1.41,0.9226,2460775.57,390,Y
"       (2021 VS6)",Y,,,2460600.5,0.5136,1.863,11.91,129.41,26.04,10.72,2.82,0.3875,2460572.84,929,Y
"       (2021 VK11)",Y,,,2460600.5,0.3238,1.424,9.09,315.77,157.35,233.29,1.88,0.5801,2460818.92,621,Y
"       (2021 VG19)",Y,,,2460600.5,0.5821,2.049,14.78,48.30,323.38,10.29,3.24,0.336,2460569.87,1.07e+03,Y
"       (2021 WD)",Y,,,2460600.5,0.6564,2.397,9.09,311.09,47.55,294.12,3.97,0.2656,2460848.51,1.36e+03,Y
"       (2021 WC8)",Y,,,2460600.5,0.7010,2.615,17.72,318.58,241.16,218.38,4.45,0.233,2461208.24,1.54e+03,Y
"       (2021 XG2)",Y,,,2460600.5,0.4097,1.515,14.18,75.81,301.83,215.34,2.14,0.5284,2460874.26,681,Y
"       (2021 XU2)",Y,,,2460600.5,0.4249,1.685,29.06,232.47,193.72,98.00,2.40,0.4505,2460382.94,799,Y
"       (2021 XJ5)",Y,,,2460600.5,0.3963,1.431,12.15,272.35,112.95,266.93,2.00,0.5757,2460762.16,625,Y
"       (2021 XL6)",Y,,,2460600.5,0.3392,1.477,23.19,59.89,343.83,223.53,1.98,0.5493,2460848.97,655,Y
"       (2021 YJ)",Y,,,2460600.5,0.5618,2.303,32.37,274.25,176.47,288.58,3.60,0.282,2460853.77,1.28e+03,Y
"       (2022 AK)",Y,,,2460600.5,0.5385,1.152,5.85,77.89,260.51,143.43,1.77,0.7968,2460420.49,452,Y
"       (2022 AP)",Y,,,2460600.5,0.6204,2.563,11.40,73.68,343.31,251.19,4.15,0.2402,2461053.41,1.5e+03,Y
"       (2022 AC1)",Y,,,2460600.5,0.5451,1.759,8.16,250.29,307.80,39.37,2.72,0.4224,2460507.29,852,Y
"       (2022 AH1)",Y,,,2460600.5,0.7199,2.75,5.07,76.85,318.40,231.55,4.73,0.2161,2461194.95,1.67e+03,Y
"       (2022 AY1)",Y,,,2460600.5,0.2389,1.194,25.52,107.26,117.71,323.93,1.48,0.7558,2460648.22,476,Y
"       (2022 AN2)",Y,,,2460600.5,0.6265,2.389,12.61,92.67,328.02,282.89,3.89,0.2669,2460889.45,1.35e+03,Y
"       (2022 AY2)",Y,,,2460600.5,0.6145,2.412,10.94,42.06,332.23,280.70,3.89,0.2632,2460901.81,1.37e+03,Y
"       (2022 AA3)",Y,,,2460600.5,0.6904,2.369,8.00,94.08,126.19,254.71,4.00,0.2703,2460990.01,1.33e+03,Y
"       (2022 AP7)",Y,,,2460600.5,0.7148,2.923,13.83,192.38,113.56,183.76,5.01,0.1972,2461493.99,1.83e+03,Y
"       (2022 BJ)",Y,,,2460600.5,0.8004,2.394,6.81,102.38,278.80,278.32,4.31,0.2661,2460907.45,1.35e+03,Y
"       (2022 BH1)",Y,,,2460600.5,0.8659,2.331,8.61,316.11,46.71,295.66,4.35,0.277,2460832.78,1.3e+03,Y
"       (2022 BX1)",Y,,,2460600.5,0.4255,1.512,2.95,289.69,300.61,119.83,2.16,0.53,2460374.41,679,Y
"       (2022 BJ3)",Y,,,2460600.5,0.6632,2.772,28.82,87.35,352.05,226.94,4.61,0.2135,2461223.59,1.69e+03,Y
"       (2022 BJ4)",Y,,,2460600.5,0.6494,1.974,2.79,124.75,90.33,326.85,3.26,0.3555,2460693.74,1.01e+03,Y
"       (2022 BH7)",Y,,,2460600.5,0.6447,1.362,19.17,148.84,108.04,210.41,2.24,0.6199,2460841.82,581,Y
"       (2022 CV)",Y,,,2460600.5,0.6728,1.267,40.35,307.75,65.09,354.30,2.12,0.6909,2460608.75,521,Y
"       (2022 CY)",Y,,,2460600.5,0.6370,1.63,13.77,345.80,272.00,71.78,2.67,0.4735,2460448.92,760,Y
"       (2022 CS1)",Y,,,2459619.5,0.7352,2.16,13.83,150.39,97.47,343.67,3.75,0.3105,2459672.09,1.16e+03,Y
"       (2022 CQ3)",Y,,,2460600.5,0.6547,1.925,1.96,328.88,99.34,21.61,3.19,0.3689,2460541.92,976,Y
"       (2022 CR4)",Y,,,2460600.5,0.6303,2.436,26.55,17.33,219.72,226.88,3.97,0.2592,2461114.00,1.39e+03,Y
"       (2022 EX)",Y,,,2460600.5,0.4753,1.813,27.53,156.86,325.08,39.24,2.68,0.4036,2460503.29,892,Y
"       (2022 FG)",Y,,,2460600.5,0.6797,2.228,20.89,170.49,104.53,254.32,3.74,0.2964,2460957.06,1.21e+03,Y
"       (2022 FJ4)",Y,,,2460600.5,0.6713,2.802,20.22,342.90,328.38,155.29,4.68,0.2101,2459861.43,1.71e+03,Y
"       (2022 FE6)",Y,,,2460600.5,0.5792,2.008,9.96,166.08,116.77,294.56,3.17,0.3464,2460789.43,1.04e+03,Y
"       (2022 GY2)",Y,,,2460600.5,0.8650,2.167,6.20,195.36,237.85,298.49,4.04,0.309,2460799.55,1.16e+03,Y
"       (2022 GN5)",Y,,,2460600.5,0.4044,1.581,31.58,208.51,136.71,307.46,2.22,0.4958,2460706.46,726,Y
"       (2022 HB)",Y,,,2460600.5,0.3814,1.064,6.43,42.28,61.73,158.69,1.47,0.8976,2460423.72,401,Y
"       (2022 HT2)",Y,,,2460600.5,0.5771,1.848,1.61,298.29,20.60,323.31,2.91,0.3922,2460694.03,918,Y
"       (2022 HC3)",Y,,,2460600.5,0.7629,2.926,5.63,216.17,98.13,157.78,5.16,0.1969,2459799.31,1.83e+03,Y
"       (2022 HG5)",Y,,,2460600.5,0.6774,2.905,12.20,152.78,154.90,160.89,4.87,0.1991,2459792.30,1.81e+03,Y
"       (2022 JG1)",Y,,,2460600.5,0.5108,1.974,10.69,132.65,38.80,333.53,2.98,0.3554,2460674.98,1.01e+03,Y
"       (2022 JA2)",Y,,,2460600.5,0.5002,1.935,26.23,189.77,328.32,359.40,2.90,0.3663,2460602.13,983,Y
"       (2022 KA4)",Y,,,2460600.5,0.6370,2.294,10.30,110.55,248.14,198.05,3.76,0.2837,2461171.39,1.27e+03,Y
"       (2022 KM4)",Y,,,2459729.5,0.7815,2.072,5.36,297.16,73.23,341.71,3.69,0.3305,2459784.82,1.09e+03,Y
"       (2022 KP5)",Y,,,2460600.5,0.7407,1.696,14.87,75.76,292.86,356.89,2.95,0.4461,2460607.47,807,Y
"       (2022 LX1)",Y,,,2460600.5,0.6252,2.589,2.10,111.13,211.61,190.77,4.21,0.2366,2461315.85,1.52e+03,Y
"       (2022 MN)",Y,,,2460600.5,0.6334,2.163,5.59,103.93,257.71,243.22,3.53,0.3099,2460977.32,1.16e+03,Y
"       (2022 NH1)",Y,,,2460600.5,0.4043,1.211,22.55,148.32,266.09,190.51,1.70,0.7399,2460829.57,487,Y
"       (2022 OH)",Y,,,2460600.5,0.6276,2.566,0.64,257.23,128.65,178.92,4.18,0.2398,2459854.44,1.5e+03,Y
"       (2022 OL)",Y,,,2460600.5,0.6740,2.066,6.58,328.99,240.08,290.35,3.46,0.3318,2460810.41,1.09e+03,Y
"       (2022 OE2)",Y,,,2459788.5,0.8992,2.447,4.68,107.58,330.15,347.86,4.65,0.2574,2459835.66,1.4e+03,Y
"       (2022 OQ2)",Y,,,2460600.5,0.6928,2.814,9.21,60.63,325.92,152.80,4.76,0.2088,2459868.74,1.72e+03,Y
"       (2022 OT2)",Y,,,2460600.5,0.5147,1.729,7.01,70.10,322.54,324.39,2.62,0.4335,2460682.65,830,Y
"       (2022 OY4)",Y,,,2460600.5,0.5705,1.707,6.91,275.77,291.99,35.72,2.68,0.4419,2460519.68,815,Y
"       (2022 QZ5)",Y,,,2460600.5,0.6940,1.814,10.72,37.44,69.86,281.60,3.07,0.4036,2460794.77,892,Y
"       (2022 QG41)",Y,,,2460600.5,0.5358,2.062,8.65,37.80,11.25,233.92,3.17,0.3329,2460979.19,1.08e+03,Y
"       (2022 QU60)",Y,,,2460600.5,0.8124,2.436,27.90,33.42,72.79,184.79,4.42,0.2592,2461276.41,1.39e+03,Y
"       (2022 RB)",Y,,,2460600.5,0.6452,2.299,4.64,248.55,22.04,232.46,3.78,0.2828,2461051.47,1.27e+03,Y
"       (2022 RX3)",Y,,,2460600.5,0.6402,2.63,70.59,18.48,13.16,174.50,4.31,0.2311,2459845.39,1.56e+03,Y
"       (2022 RE4)",Y,,,2460600.5,0.5636,2.259,10.33,97.80,325.81,192.76,3.53,0.2903,2461176.50,1.24e+03,Y
"       (2022 RM4)",Y,,,2460600.5,0.5969,2.454,38.30,218.14,181.74,182.99,3.92,0.2563,2461291.03,1.4e+03,Y
"       (2022 SN8)",Y,,,2460600.5,0.5832,2.258,14.18,303.78,168.07,179.77,3.58,0.2905,2459981.58,1.24e+03,Y
"       (2022 SF11)",Y,,,2460600.5,0.3114,1.405,7.53,158.86,334.26,353.69,1.84,0.5918,2460611.16,608,Y
"       (2022 SD12)",Y,,,2460600.5,0.6412,2.673,15.60,233.81,141.59,163.37,4.39,0.2255,2459876.11,1.6e+03,Y
"       (2022 SW12)",Y,,,2460600.5,0.5424,2.095,26.44,182.91,140.59,258.91,3.23,0.3251,2460911.42,1.11e+03,Y
"       (2022 SF95)",Y,,,2460600.5,0.5855,2.126,9.34,164.47,317.55,199.91,3.37,0.3179,2461104.06,1.13e+03,Y
"       (2022 SF289)",Y,,,2460600.5,0.6257,2.371,23.78,341.83,313.09,217.27,3.85,0.27,2461129.21,1.33e+03,Y
"       (2022 TN1)",Y,,,2460600.5,0.4042,1.644,29.79,38.12,220.84,63.12,2.31,0.4677,2460465.53,770,Y
"       (2022 UN)",Y,,,2460600.5,0.7067,2.247,9.87,27.10,274.51,228.64,3.83,0.2926,2461049.39,1.23e+03,Y
"       (2022 UE1)",Y,,,2460600.5,0.6705,2.704,12.68,42.48,43.03,144.44,4.52,0.2216,2459948.69,1.62e+03,Y
"       (2022 UT2)",Y,,,2460600.5,0.6558,2.61,13.18,161.34,147.45,183.76,4.32,0.2338,2461354.42,1.54e+03,Y
"       (2022 UN3)",Y,,,2460600.5,0.5440,2.202,19.67,354.04,348.04,235.84,3.40,0.3017,2461012.09,1.19e+03,Y
"       (2022 UK7)",Y,,,2460600.5,0.1722,1.144,44.36,214.13,53.36,339.65,1.34,0.8056,2460625.76,447,Y
"       (2022 UD9)",Y,,,2460600.5,0.4025,1.46,9.03,93.47,47.70,349.85,2.05,0.5589,2460618.67,644,Y
"       (2022 UL9)",Y,,,2460600.5,0.5838,1.472,3.83,181.02,112.37,69.64,2.33,0.552,2460474.33,652,Y
"       (2022 UX21)",Y,,,2460600.5,0.6629,2.657,0.38,231.11,88.25,175.16,4.42,0.2276,2459830.78,1.58e+03,Y
"       (2022 UE28)",Y,,,2460600.5,0.4152,1.562,17.74,12.97,134.62,300.50,2.21,0.5048,2460718.37,713,Y
"       (2022 UJ65)",Y,,,2460600.5,0.5954,1.906,9.91,250.64,245.01,235.01,3.04,0.3747,2460934.11,961,Y
"       (2022 VX2)",Y,,,2460600.5,0.4463,1.686,12.24,207.93,136.18,338.14,2.44,0.4503,2460649.05,799,Y
"       (2022 WE4)",Y,,,2460600.5,0.4448,1.83,17.74,230.84,184.60,270.03,2.64,0.398,2460826.56,904,Y
"       (2022 WN4)",Y,,,2460600.5,0.1529,1.102,27.95,81.60,125.58,100.53,1.27,0.8519,2460482.49,423,Y
"       (2022 WS4)",Y,,,2460600.5,0.6816,2.844,6.18,87.78,54.68,126.95,4.78,0.2054,2459982.61,1.75e+03,Y
"       (2022 XQ)",Y,,,2459916.5,0.5108,1.619,46.27,79.49,72.65,334.04,2.45,0.4784,2459970.76,753,Y
"       (2022 YN2)",Y,,,2460600.5,0.7556,2.68,19.23,87.80,263.61,161.71,4.70,0.2247,2459880.80,1.6e+03,Y
"       (2022 YB4)",Y,,,2460600.5,0.3901,1.512,3.10,68.26,112.10,311.23,2.10,0.5299,2460692.55,679,Y
"       (2022 YU4)",Y,,,2460600.5,0.5306,2.024,5.20,54.79,140.76,179.23,3.10,0.3422,2460076.73,1.05e+03,Y
"       (2022 YU5)",Y,,,2460600.5,0.6594,2.617,12.92,325.88,54.00,171.43,4.34,0.2328,2459864.19,1.55e+03,Y
"       (2022 YO6)",Y,,,2460600.5,0.5268,1.671,7.77,320.16,238.79,263.05,2.55,0.4565,2460812.89,789,Y
"       (2022 YR6)",Y,,,2459945.5,0.8110,2.777,2.66,61.53,278.60,12.19,5.03,0.213,2459888.24,1.69e+03,Y
"       (2022 YK9)",Y,,,2460600.5,0.6463,2.818,9.25,39.20,150.93,117.48,4.64,0.2083,2460036.60,1.73e+03,Y
"       (2023 AB1)",Y,,,2459964.5,0.8322,3.076,28.22,121.94,90.44,351.43,5.64,0.1827,2460011.38,1.97e+03,Y
"       (2023 AJ1)",Y,,,2460600.5,0.5352,1.7,66.26,289.16,245.40,264.07,2.61,0.4445,2460816.30,810,Y
"       (2023 BU2)",Y,,,2460600.5,0.7063,2.267,8.49,117.60,277.29,206.29,3.87,0.2887,2461132.88,1.25e+03,Y
"       (2023 BA10)",Y,,,2460600.5,0.8083,2.541,12.03,342.56,286.55,132.11,4.60,0.2433,2460057.45,1.48e+03,Y
"       (2023 CM)",Y,,,2460600.5,0.6133,2.212,1.46,283.15,302.95,163.64,3.57,0.2996,2460054.30,1.2e+03,Y
"       (2023 DQ)",Y,,,2460600.5,0.5396,1.613,32.90,165.93,75.22,259.95,2.48,0.4813,2460808.37,748,Y
"       (2023 DP1)",Y,,,2460600.5,0.5068,1.862,3.12,97.33,142.52,207.11,2.81,0.3879,2460994.70,928,Y
"       (2023 DT1)",Y,,,2460600.5,0.7549,2.573,3.71,185.81,253.23,153.72,4.52,0.2388,2459956.89,1.51e+03,Y
"       (2023 EJ)",Y,,,2460600.5,0.7530,1.392,35.78,359.81,296.62,312.66,2.44,0.6004,2460679.35,600,Y
"       (2023 EP1)",Y,,,2460600.5,0.4474,1.167,31.37,349.94,81.56,143.02,1.69,0.7822,2460417.66,460,Y
"       (2023 EF3)",Y,,,2460600.5,0.6969,2.553,55.69,152.45,113.64,120.64,4.33,0.2417,2460101.28,1.49e+03,Y
"       (2023 FM)",Y,,,2460600.5,0.6080,2.158,12.44,191.66,60.51,161.63,3.47,0.3109,2460080.56,1.16e+03,Y
"       (2023 FR3)",Y,,,2460600.5,0.6413,2.291,8.12,352.16,128.81,174.35,3.76,0.2842,2459986.99,1.27e+03,Y
"       (2023 FC6)",Y,,,2460600.5,0.4064,1.603,14.30,55.01,195.67,253.51,2.26,0.4855,2460819.86,742,Y
"       (2023 FR14)",Y,,,2460600.5,0.4420,1.114,31.45,160.11,285.36,172.22,1.61,0.8379,2460394.97,430,Y
"       (2023 FS14)",Y,,,2460600.5,0.6472,2.687,11.68,114.22,152.47,108.31,4.43,0.2238,2460116.54,1.61e+03,Y
"       (2023 GF1)",Y,,,2460600.5,0.5640,1.959,5.45,289.93,208.06,215.54,3.06,0.3594,2461002.50,1e+03,Y
"       (2023 GJ1)",Y,,,2460600.5,0.2765,1.396,17.19,56.57,197.05,294.69,1.78,0.5973,2460709.84,603,Y
"       (2023 GS1)",Y,,,2460048.5,0.8970,2.185,2.87,350.58,64.68,15.84,4.15,0.3051,2459996.59,1.18e+03,Y
"       (2023 GQ2)",Y,,,2460600.5,0.4019,1.644,36.84,53.82,349.37,26.82,2.30,0.4675,2460543.13,770,Y
"       (2023 GR2)",Y,,,2460067.5,0.8767,2.463,16.95,156.28,242.67,21.26,4.62,0.255,2459984.13,1.41e+03,Y
"       (2023 HS3)",Y,,,2460600.5,0.5764,1.967,7.35,175.16,133.46,163.50,3.10,0.3573,2460142.95,1.01e+03,Y
"       (2023 HX4)",Y,,,2460600.5,0.5181,2.03,22.30,150.57,170.59,148.87,3.08,0.3409,2460163.76,1.06e+03,Y
"       (2023 HO6)",Y,,,2460600.5,0.4218,1.751,8.29,99.27,199.70,193.59,2.49,0.4254,2460991.64,846,Y
"       (2023 JG5)",Y,,,2460600.5,0.6265,2.122,7.85,71.17,67.42,187.00,3.45,0.3189,2461143.04,1.13e+03,Y
"       (2023 JD6)",Y,,,2460600.5,0.4325,1.163,11.68,123.70,263.08,285.73,1.67,0.7861,2460694.98,458,Y
"       (2023 JH6)",Y,,,2460600.5,0.2620,1.105,20.57,181.84,259.65,231.20,1.39,0.8483,2460752.33,424,Y
"       (2023 KK1)",Y,,,2460600.5,0.6745,2.441,2.48,358.11,341.46,104.51,4.09,0.2584,2460196.03,1.39e+03,Y
"       (2023 KP2)",Y,,,2460600.5,0.7683,2.778,15.31,91.19,267.65,87.62,4.91,0.2129,2460188.97,1.69e+03,Y
"       (2023 KM5)",Y,,,2460600.5,0.1594,1.183,24.37,84.90,130.32,57.90,1.37,0.7663,2460524.94,470,Y
"       (2023 LZ1)",Y,,,2460600.5,0.2007,1.092,29.16,193.50,298.33,163.72,1.31,0.8642,2460411.06,417,Y
"       (2023 LF2)",Y,,,2460600.5,0.6242,2.67,3.01,59.57,231.88,106.45,4.34,0.2259,2460129.21,1.59e+03,Y
"       (2023 MK)",Y,,,2460600.5,0.7130,2.492,15.07,98.52,60.83,139.34,4.27,0.2505,2460044.20,1.44e+03,Y
"       (2023 MK1)",Y,,,2460600.5,0.6025,2.425,13.61,166.73,181.47,101.06,3.89,0.2611,2460213.39,1.38e+03,Y
"       (2023 OL)",Y,,,2460600.5,0.7207,2.195,4.83,303.71,244.01,164.19,3.78,0.3032,2460058.90,1.19e+03,Y
"       (2023 OQ)",Y,,,2460600.5,0.6523,1.61,11.63,317.14,94.97,186.56,2.66,0.4823,2460960.12,746,Y
"       (2023 OZ1)",Y,,,2460600.5,0.6282,2.294,29.59,296.47,310.21,138.32,3.73,0.2837,2460112.96,1.27e+03,Y
"       (2023 OF2)",Y,,,2460600.5,0.2336,1.241,16.61,305.32,172.13,158.95,1.53,0.7129,2460377.53,505,Y
"       (2023 OF5)",Y,,,2460153.5,0.8997,1.772,11.40,147.48,308.26,341.18,3.37,0.4177,2460198.56,862,Y
"       (2023 OE6)",Y,,,2460600.5,0.6494,2.535,40.27,153.31,224.27,96.59,4.18,0.2443,2460205.07,1.47e+03,Y
"       (2023 OF6)",Y,,,2460600.5,0.6312,2.622,9.51,237.77,178.91,69.47,4.28,0.2322,2460301.34,1.55e+03,Y
"       (2023 PH)",Y,,,2460600.5,0.6839,2.863,5.63,136.16,115.52,97.43,4.82,0.2034,2460121.58,1.77e+03,Y
"       (2023 QB)",Y,,,2460600.5,0.7339,2.028,3.73,82.07,141.54,163.87,3.52,0.3414,2460120.45,1.05e+03,Y
"       (2023 QL1)",Y,,,2460600.5,0.6028,1.053,27.36,337.68,125.40,318.85,1.69,0.912,2460645.62,395,Y
"       (2023 QA4)",Y,,,2460600.5,0.5742,2.196,9.91,218.35,197.72,103.70,3.46,0.3028,2460258.09,1.19e+03,Y
"       (2023 QF5)",Y,,,2460600.5,0.4510,1.617,25.31,350.20,129.61,146.61,2.35,0.4793,2460294.60,751,Y
"       (2023 QP8)",Y,,,2460600.5,0.5840,2.381,6.73,60.09,353.71,90.92,3.77,0.2683,2460261.65,1.34e+03,Y
"       (2023 QR105)",Y,,,2460600.5,0.6273,2.595,13.59,92.93,350.71,66.92,4.22,0.2358,2460316.66,1.53e+03,Y
"       (2023 RJ3)",Y,,,2460600.5,0.6821,1.999,8.31,344.79,272.11,162.43,3.36,0.3488,2460134.86,1.03e+03,Y
"       (2023 RE6)",Y,,,2460600.5,0.7282,2.396,10.49,334.76,288.98,120.98,4.14,0.2658,2460145.26,1.35e+03,Y
"       (2023 RG15)",Y,,,2460600.5,0.5467,2.223,13.84,228.23,346.07,180.88,3.44,0.2974,2461202.74,1.21e+03,Y
"       (2023 RT156)",Y,,,2460600.5,0.5637,1.996,34.13,344.76,130.85,96.92,3.12,0.3495,2460323.21,1.03e+03,Y
"       (2023 SP1)",Y,,,2460600.5,0.6284,2.469,1.89,96.50,1.11,71.48,4.02,0.2541,2460319.19,1.42e+03,Y
"       (2023 SZ1)",Y,,,2460208.5,0.2662,1.129,42.37,9.58,83.15,307.01,1.43,0.8211,2460273.03,438,Y
"       (2023 TT1)",Y,,,2460227.5,0.7789,1.678,2.19,196.40,304.32,332.47,2.99,0.4532,2460288.24,794,Y
"       (2023 TL4)",Y,,,2460600.5,0.5797,1.485,60.70,195.75,89.12,232.45,2.35,0.5445,2460834.75,661,Y
"       (2023 UN1)",Y,,,2460600.5,0.3392,1.28,27.91,20.89,119.79,157.43,1.71,0.6804,2460369.11,529,Y
"       (2023 VF1)",Y,,,2460600.5,0.8562,2.061,5.09,131.91,124.38,134.68,3.83,0.3331,2460196.15,1.08e+03,Y
"       (2023 VA3)",Y,,,2460600.5,0.2036,1.224,23.93,47.00,211.12,25.82,1.47,0.7278,2460565.02,495,Y
"       (2023 VS3)",Y,,,2460600.5,0.4871,1.914,24.20,12.94,339.85,139.19,2.85,0.3722,2460226.51,967,Y
"       (2023 VO5)",Y,,,2460600.5,0.5290,1.961,14.63,18.69,139.92,88.03,3.00,0.359,2460355.32,1e+03,Y
"       (2023 VD6)",Y,,,2460600.5,0.6824,2.427,2.01,101.12,49.10,67.99,4.08,0.2607,2460339.73,1.38e+03,Y
"       (2023 VB7)",Y,,,2460261.5,0.7137,2.471,1.06,182.02,121.86,15.68,4.23,0.2538,2460199.71,1.42e+03,Y
"       (2023 VN9)",Y,,,2460600.5,0.7325,3.232,9.47,281.80,55.44,66.74,5.60,0.1696,2460207.00,2.12e+03,Y
"       (2023 WX1)",Y,,,2460600.5,0.6106,1.782,7.75,58.39,118.69,95.18,2.87,0.4143,2460370.75,869,Y
"       (2023 WZ2)",Y,,,2460600.5,0.9102,2.548,21.51,250.25,303.30,65.12,4.87,0.2424,2460331.83,1.49e+03,Y
"       (2023 WE3)",Y,,,2460275.5,0.5811,2.108,7.25,86.29,53.55,347.61,3.33,0.322,2460313.98,1.12e+03,Y
"       (2023 WQ7)",Y,,,2460600.5,0.7998,4.629,13.91,67.26,136.61,355.63,8.33,0.09897,2460644.65,3.64e+03,Y
"       (2023 XV1)",Y,,,2460600.5,0.7076,2.557,17.92,252.57,249.99,61.51,4.37,0.241,2460345.29,1.49e+03,Y
"       (2023 XG10)",Y,,,2460600.5,0.4623,1.887,22.57,52.60,357.79,122.02,2.76,0.3803,2460279.69,947,Y
"       (2023 XY10)",Y,,,2460600.5,0.7262,1.995,4.00,266.73,81.28,125.17,3.44,0.3498,2460242.63,1.03e+03,Y
"       (2023 XR12)",Y,,,2460288.5,0.7572,1.168,24.21,101.42,128.14,313.22,2.05,0.7806,2460348.43,461,Y
"       (2023 XW14)",Y,,,2460600.5,0.6238,1.482,24.45,300.12,276.07,124.00,2.41,0.5463,2460373.52,659,Y
"       (2023 XS16)",Y,,,2460600.5,0.5758,2.184,9.52,27.61,345.94,117.14,3.44,0.3053,2460216.77,1.18e+03,Y
"       (2023 XE18)",Y,,,2460296.5,0.6490,2.023,8.59,278.93,59.80,22.25,3.34,0.3426,2460231.57,1.05e+03,Y
"       (2023 YL)",Y,,,2460600.5,0.7154,2.158,25.72,106.89,89.69,68.48,3.70,0.311,2460380.28,1.16e+03,Y
"       (2024 AQ)",Y,,,2460600.5,0.6938,2.528,5.21,217.07,323.87,55.76,4.28,0.2451,2460373.02,1.47e+03,Y
"       (2024 AT1)",Y,,,2460600.5,0.6759,1.858,9.11,147.69,69.76,83.75,3.11,0.3893,2460385.37,925,Y
"       (2024 AN2)",Y,,,2460600.5,0.3838,1.566,11.13,136.37,17.68,110.23,2.17,0.5031,2460381.39,716,Y
"       (2024 AS3)",Y,,,2460600.5,0.6258,2.482,22.27,106.71,316.96,82.32,4.04,0.252,2460273.81,1.43e+03,Y
"       (2024 AA4)",Y,,,2460600.5,0.6815,2.803,18.70,263.13,138.55,67.59,4.71,0.2101,2460278.73,1.71e+03,Y
"       (2024 AP4)",Y,,,2460326.5,0.6699,2.42,22.45,138.98,50.47,347.70,4.04,0.2619,2460373.46,1.37e+03,Y
"       (2024 AX4)",Y,,,2460600.5,0.6793,2.262,2.56,174.07,229.03,98.18,3.80,0.2897,2460261.63,1.24e+03,Y
"       (2024 BR4)",Y,,,2460600.5,0.2145,1.048,19.89,327.45,256.41,169.60,1.27,0.9185,2460415.85,392,Y
"       (2024 BM15)",Y,,,2460600.5,0.6157,2.195,9.43,80.66,138.49,54.66,3.55,0.303,2460420.12,1.19e+03,Y
"       (2024 BS19)",Y,,,2460600.5,0.5531,2.17,8.54,229.12,0.23,46.12,3.37,0.3084,2460450.97,1.17e+03,Y
